id,formation_energy_ev_natom,bandgap_energy_ev
1,0.21737626578447716,1.5785693020326015
2,0.06052836387879638,3.7665159725273174
3,0.15547945282163708,3.4235687297566813
4,0.029514082744169043,3.046710070589554
5,0.13995777504340065,1.604119487274566
6,0.06689200106626407,4.4533101590447295
7,0.0711595180494864,3.19452089634693
8,0.1161089802471708,2.084907841446238
9,0.05985723018396543,2.7966782620920148
10,0.24848040932417184,2.9787935519696465
11,0.18522613407640592,1.9431325672256223
12,0.10088880011829134,2.6925023980590272
13,0.3348742319459303,0.9373348454946807
14,0.16095580792438305,1.857301934391084
15,0.059429482352358017,0.975944869528145
16,0.2645633852079556,3.5490789368332303
17,0.2125462772592132,1.769786018273345
18,0.20799197008679968,2.3898836652954887
19,0.3768904327988845,1.3308799101813522
20,0.19338837469007475,1.3643780395241538
21,0.08111522644531027,1.8557665831612467
22,0.14090679650422613,2.942632415715851
23,0.16421284978145348,1.7554067904933242
24,0.1737106408041428,3.079185581112096
25,0.02800987193344865,2.5864454054071087
26,0.12421511644966993,0.9776822579240302
27,0.25583325075283,1.3404618709453482
28,0.2118765483325654,1.9396383368666663
29,0.11733649723679271,1.1655916220155955
30,0.22917909046482965,1.9524402264675873
31,0.24572702999870996,1.099506776374355
32,0.14101361979322338,1.9628669096432425
33,0.10121636550099372,1.4798423739785096
34,0.16775635705270422,1.763386513053994
35,0.041432064008228416,0.9477428523566603
36,0.21089014357697314,0.8148064982915558
37,0.15573861228949099,3.657790022487185
38,0.1519829359910923,1.3969670696450636
39,0.25528881967692363,1.9933200996506266
40,0.10765387390859017,3.4027814946490764
41,0.05943628758295502,3.9161139608738207
42,0.14832724158271157,3.1182744247184524
43,0.05943628758295502,3.9161139608738207
44,0.19210789138919862,1.3592207993982184
45,0.3069889403160806,0.5574731693806078
46,0.03612857317983475,3.9060359491699224
47,0.20456456008659551,1.82119625566686
48,0.2547224603692905,1.903863374677245
49,0.2163247308585068,3.632501520345416
50,0.12077246845477327,1.1878337271775645
51,0.13797881721560767,2.0978332493127643
52,0.08234677535794886,1.6330552016988604
53,0.2411124147263564,1.645760968875078
54,0.2572035206850082,2.7159166641364716
55,0.13415102113271446,2.6515617277023416
56,0.28202505016937474,0.4670395268213732
57,0.20624040686840311,2.2926221755415104
58,0.2907062211141016,2.258234721845039
59,0.19647274625615857,0.953980095779584
60,0.14241396158251954,2.765211535188681
61,0.284256587920679,0.43084533453244567
62,0.17935742515885625,1.6832973671213787
63,0.3273271437252834,1.7605765264579336
64,0.21691177477937218,3.170890749965019
65,0.3589627107331169,0.9664039674901537
66,0.07046129540947593,2.8259690959607924
67,0.0711595180494864,3.19452089634693
68,0.20848668579835394,2.1878240473498973
69,0.2149383375271577,3.5231718589097207
70,0.2846264578517542,1.6364464291767844
71,0.05663774260239369,2.577365052802328
72,0.10397287492221684,3.1171237223557418
73,0.05118942538156161,2.261890934136654
74,0.1157777396313784,2.0561464399988783
75,0.2663055935200228,1.4885186596489945
76,0.2783811257947821,2.587682868183163
77,0.3433499468376317,1.0302062913337724
78,0.24065774360146905,2.214527300153603
79,0.182691950597745,2.4554302098706833
80,0.2554487793786938,1.2638271256736178
81,0.10765387390859017,3.4027814946490764
82,0.06802891603180418,3.450766840199278
83,0.23930026022141396,1.0186116260202018
84,0.07353893908280518,0.9999355119003314
85,0.10765387390859017,3.4027814946490764
86,0.19886121134399762,2.994873745992964
87,0.05869449082312736,3.230037094788481
88,0.05185584502545382,2.736314983975133
89,0.09445178572913666,4.322128171529423
90,0.3294647423050377,1.6251432221866484
91,0.08712578008090842,4.429995655658385
92,0.27136784973284966,0.6959326373322159
93,0.21748603201395605,2.298710414307534
94,0.01948285259583659,2.0518317212590333
95,0.0711595180494864,3.19452089634693
96,0.32782420215986946,1.0986935273766498
97,0.24516425720981255,2.1758533049550284
98,0.03121972847003626,1.4751445909608176
99,0.06415194875721802,1.9247941148533172
100,0.31622300987245344,1.043234605970357
101,0.16095215633102675,1.5726402856138892
102,0.03612857317983475,3.9060359491699224
103,0.22974627420896368,2.1634066504093616
104,0.33803348462920596,1.4361140010239166
105,0.21207979361726673,1.484588262214278
106,0.09445178572913666,4.322128171529423
107,0.09967426131634255,4.038160070246214
108,0.22250010837424594,2.4867913579305485
109,0.20413534911205497,2.161752943944821
110,0.13547336366572266,0.840562372241187
111,0.3249708467463692,0.7263273406108025
112,0.06926328181346822,3.015341913327972
113,0.20560850771155464,2.260621681187495
114,0.3317182822201264,2.5362143113322535
115,0.35037721877873923,2.251856886791525
116,0.21709138998440433,2.62176761888044
117,0.21493671425683153,1.9163304722539218
118,0.26192966965476117,2.160924856920758
119,0.21748603201395605,2.298710414307534
120,0.17783850703498766,2.0890503770369677
121,0.24622314862655648,2.205778959236519
122,0.16855883689609372,1.8178889973283214
123,0.041432064008228416,0.9477428523566603
124,0.3039786416581998,0.30690811317588235
125,0.15414758617152527,1.1793423244536598
126,0.1091700727903686,3.435486158450357
127,0.1007156161432057,2.318406714129927
